,1_ortho
1882,acquittent
1883,acquitter
1884,acquittera
1885,acquitterai
1886,acquitterais
1887,acquitterait
1888,acquitterez
1889,acquittes
1890,acquittez
1891,acquittions
1892,acquittât
1893,acquitté
1894,acquitté
1895,acquitté
1896,acquittée
1897,acquittée
1898,acquittés
1899,acquittés
1900,acquittés
1901,acquière
1902,acquièrent
1903,acquéraient
1904,acquérais
1905,acquérait
1906,acquérant
1907,acquéreur
1908,acquéreurs
1909,acquérions
1910,acquérir
1911,acquérons
1912,acquêt
1913,acquêts
1914,acra
1915,acre
1916,acres
1917,acrimonie
1918,acrimonieuse
1919,acrimonieusement
1920,acrimonieuses
1921,acrimonieux
1922,acrobate
1923,acrobates
1924,acrobatie
1925,acrobaties
1926,acrobatique
1927,acrobatiquement
1928,acrobatiques
1929,acrocéphale
1930,acromion
1931,acronyme
1932,acrophobie
1933,acropole
1934,acrostiche
1935,acrotère
1936,acrylique
1937,acrylique
1938,acryliques
1939,acryliques
1940,acrylonitrile
1941,acré
1942,acta
1943,acte
1944,actes
1945,acteur
1946,acteurs
1947,actif
1948,actif
1949,actifs
1950,actifs
1951,actine
1952,actinies
1953,action
1954,actionpainting
1955,actionna
1956,actionnai
1957,actionnaient
1958,actionnaire
1959,actionnaires
1960,actionnais
1961,actionnait
1962,actionnant
1963,actionnariat
1964,actionne
1965,actionnement
1966,actionnent
1967,actionner
1968,actionneront
1969,actionneur
1970,actionnez
1971,actionnât
1972,actionné
1973,actionnée
1974,actionnées
1975,actionnés
1976,actions
1977,actions
1978,activa
1979,activai
1980,activaient
1981,activait
1982,activant
1983,activant
1984,activateur
1985,activation
1986,activations
1987,active
1988,active
1989,activement
1990,activent
1991,activer
1992,activera
1993,activerai
1994,activerait
1995,activeras
1996,actives
1997,actives
1998,activez
1999,activisme
2000,activiste
2001,activiste
2002,activistes
2003,activistes
2004,activité
2005,activités
2006,activons
2007,activèrent
2008,activé
2009,activé
2010,activée
2011,activée
2012,activées
2013,activées
2014,activés
2015,activés
2016,actrice
2017,actrices
2018,actuaire
2019,actualisation
2020,actualise
2021,actualiser
2022,actualisez
2023,actualisé
2024,actualisée
2025,actualisées
2026,actualité
2027,actualités
2028,actuariel
2029,actuation
2030,actuel
2031,actuelle
2032,actuellement
2033,actuelles
2034,actuels
2035,acuité
2036,acumen
2037,acuponcteur
2038,acuponcture
2039,acupuncteur
2040,acupuncture
2041,acéphale
2042,acéphale
2043,acéphales
2044,acéré
2045,acéré
2046,acérée
2047,acérées
2048,acérées
2049,acérés
2050,acérés
2051,acétate
2052,acétique
2053,acétone
2054,acétylcholine
2055,acétylsalicylique
2056,acétylène
2057,adhoc
2058,adinfinitum
2059,adlibitum
2060,adlimina
2061,admajoremdeigloriam
2062,adnutum
2063,adpatres
2064,advitamaeternam
2065,ada
2066,adage
2067,adages
2068,adagio
2069,adagio
2070,adamantin
2071,adamantine
2072,adamique
2073,adapta
2074,adaptabilité
2075,adaptable
2076,adaptables
2077,adaptai
2078,adaptaient
2079,adaptais
2080,adaptait
2081,adaptant
2082,adaptateur
2083,adaptateurs
2084,adaptatif
2085,adaptatifs
2086,adaptation
2087,adaptations
2088,adapte
2089,adaptent
2090,adapter
2091,adaptera
2092,adapterai
2093,adapterais
2094,adapterait
2095,adapteras
2096,adapterez
2097,adapterons
2098,adapteront
2099,adaptes
2100,adaptez
2101,adaptât
2102,adaptèrent
2103,adapté
2104,adaptée
2105,adaptées
2106,adaptés
2107,addenda
2108,addendum
2109,addiction
2110,additif
2111,additif
2112,additifs
2113,additifs
2114,addition
2115,additionnaient
2116,additionnais
2117,additionnait
2118,additionnant
2119,additionne
2120,additionnel
2121,additionnelle
2122,additionnelles
2123,additionnels
2124,additionnent
2125,additionner
2126,additionneraient
2127,additionnerait
2128,additionnez
2129,additionné
2130,additionnée
2131,additionnées
2132,additionnés
2133,additions
2134,adducteur
2135,adducteurs
2136,adduction
2137,adent
2138,adepte
2139,adeptes
2140,adhère
2141,adhèrent
2142,adhéra
2143,adhéraient
2144,adhérais
2145,adhérait
2146,adhérant
2147,adhérence
2148,adhérences
2149,adhérent
2150,adhérent
2151,adhérente
2152,adhérentes
2153,adhérents
2154,adhérents
2155,adhérer
2156,adhérez
2157,adhéré
2158,adhésif
2159,adhésif
2160,adhésifs
2161,adhésifs
2162,adhésion
2163,adhésions
2164,adhésive
2165,adhésives
2166,adieu
2167,adieu
2168,adieux
2169,adipeuse
2170,adipeuses
2171,adipeux
2172,adipique
2173,adiposité
2174,adira
2175,adja
2176,adjacent
2177,adjacente
2178,adjacentes
2179,adjacents
2180,adjas
2181,adjectif
2182,adjectif
2183,adjectifs
2184,adjective
2185,adjoignait
2186,adjoignant
2187,adjoigne
2188,adjoignit
2189,adjoignît
2190,adjoindra
2191,adjoindre
2192,adjoindront
2193,adjoins
2194,adjoint
2195,adjoint
2196,adjoint
2197,adjointe
2198,adjointe
2199,adjointe
2200,adjointes
2201,adjoints
2202,adjoints
2203,adjoints
2204,adjonction
2205,adjudant
2206,adjudantchef
2207,adjudantmajor
2208,adjudants
2209,adjudantschefs
2210,adjudication
2211,adjudications
2212,adjuge
2213,adjugeait
2214,adjugeant
2215,adjuger
2216,adjugez
2217,adjugé
2218,adjugée
2219,adjugés
2220,adjupète
2221,adjupètes
2222,adjura
2223,adjurai
2224,adjuraient
2225,adjurais
2226,adjurait
2227,adjurant
2228,adjuration
2229,adjurations
2230,adjure
2231,adjurer
2232,adjurerai
2233,adjurerait
2234,adjuré
2235,adjutrice
2236,adjuvants
2237,adjuvants
2238,admet
2239,admets
2240,admettaient
2241,admettais
2242,admettait
2243,admettant
2244,admette
2245,admettent
2246,admettes
2247,admettez
2248,admettiez
2249,admettions
2250,admettons
2251,admettra
2252,admettrai
2253,admettraient
2254,admettrais
2255,admettrait
2256,admettras
2257,admettre
2258,admettrez
2259,admettriez
2260,admettrons
2261,admettront
2262,administra
2263,administrai
2264,administraient
2265,administrais
2266,administrait
2267,administrant
2268,administrant
2269,administrateur
2270,administrateurs
2271,administratif
2272,administratif
2273,administratifs
2274,administratifs
2275,administration
2276,administrations
2277,administrative
2278,administrative
2279,administrativement
2280,administratives
2281,administratrice
2282,administre
2283,administrent
2284,administrer
2285,administrera
2286,administrerai
2287,administrerons
2288,administres
2289,administrez
2290,administrât
2291,administré
2292,administré
2293,administré
2294,administrée
2295,administrée
2296,administrée
2297,administrées
2298,administrées
2299,administrées
2300,administrés
2301,administrés
2302,admira
2303,admirable
2304,admirablement
2305,admirables
2306,admirai
2307,admiraient
2308,admirais
2309,admirait
2310,admirant
2311,admirateur
2312,admirateur
2313,admirateurs
2314,admirateurs
2315,admiratif
2316,admiratifs
2317,admiration
2318,admirations
2319,admirative
2320,admirativement
2321,admiratives
2322,admiratrice
2323,admiratrice
2324,admiratrices
2325,admire
2326,admirent
2327,admirent
2328,admirer
2329,admirera
2330,admirerai
2331,admirerais
2332,admirerait
2333,admirerez
2334,admireront
2335,admires
2336,admirez
2337,admiriez
2338,admirions
2339,admirons
2340,admirâmes
2341,admirèrent
2342,admiré
2343,admirée
2344,admirées
2345,admirés
2346,admis
2347,admis
2348,admis
2349,admise
2350,admise
2351,admises
2352,admises
2353,admissibilité
2354,admissible
2355,admissible
2356,admissibles
2357,admissibles
2358,admission
2359,admissions
2360,admit
2361,admixtion
2362,admonesta
2363,admonestait
2364,admonestation
2365,admonestations
2366,admoneste
2367,admonester
2368,admonestât
2369,admonesté
2370,admonestés
2371,admonition
2372,admonitions
2373,admît
2374,ado
2375,adobe
2376,adolescence
2377,adolescences
2378,adolescent
2379,adolescent
2380,adolescente
2381,adolescente
2382,adolescentes
2383,adolescentes
2384,adolescents
2385,adolescents
2386,adon
2387,adonc
2388,adoncques
2389,adonies
2390,adonis
2391,adonisant
2392,adonna
2393,adonnai
2394,adonnaient
2395,adonnais
2396,adonnait
2397,adonnant
2398,adonne
2399,adonnent
2400,adonner
2401,adonnerait
2402,adonnez
2403,adonnions
2404,adonné
2405,adonnée
2406,adonnées
2407,adonnés
2408,adopta
2409,adoptable
2410,adoptai
2411,adoptaient
2412,adoptais
2413,adoptait
2414,adoptant
2415,adoptant
2416,adoptant
2417,adopte
2418,adoptent
2419,adopter
2420,adoptera
2421,adopterai
2422,adopteraient
2423,adopterait
2424,adopterez
2425,adopterons
2426,adopteront
2427,adoptez
2428,adoptif
2429,adoptifs
2430,adoption
2431,adoptions
2432,adoptions
2433,adoptive
2434,adoptives
2435,adoptons
2436,adoptât
2437,adoptèrent
2438,adopté
2439,adopté
2440,adopté
2441,adoptée
2442,adoptée
2443,adoptée
2444,adoptées
2445,adoptées
2446,adoptées
2447,adoptés
2448,adoptés
2449,adoptés
2450,adora
2451,adorable
2452,adorablement
2453,adorables
2454,adorai
2455,adoraient
2456,adorais
2457,adorait
2458,adorant
2459,adorant
2460,adorante
2461,adorants
2462,adorateur
2463,adorateurs
2464,adoration
2465,adorations
2466,adoratrice
2467,adoratrices
2468,adore
2469,adorent
2470,adorer
2471,adorera
2472,adorerai
2473,adoreraient
2474,adorerais
2475,adorerait
2476,adoreras
2477,adorerez
2478,adoreriez
2479,adorerions
2480,adorerons
2481,adoreront
2482,adores
2483,adorez
2484,adoriez
2485,adorions
2486,adornaient
2487,adornait
2488,adorne
2489,adorné
2490,adorons
2491,adorèrent
2492,adoré
2493,adorée
2494,adorées
2495,adorés
2496,ados
2497,adossa
2498,adossai
2499,adossaient
2500,adossais
2501,adossait
2502,adossant
2503,adosse
2504,adossent
2505,adosser
2506,adossez
2507,adossèrent
2508,adossé
2509,adossé
2510,adossée
2511,adossée
2512,adossées
2513,adossés
2514,adossés
2515,adouba
2516,adoubement
2517,adouber
2518,adoubé
2519,adouci
2520,adouci
2521,adoucie
2522,adoucies
2523,adoucir
2524,adoucira
2525,adoucirait
2526,adoucirent
2527,adoucis
2528,adoucis
2529,adoucissaient
2530,adoucissait
2531,adoucissant
2532,adoucissant
2533,adoucissant
2534,adoucissantes
2535,adoucisse
2536,adoucissement
2537,adoucissements
2538,adoucissent
2539,adoucisseur
2540,adoucisseurs
2541,adoucissez
2542,adoucit
2543,adoucît
2544,adp
2545,adragante
2546,adressa
2547,adressage
2548,adressai
2549,adressaient
2550,adressais
2551,adressait
2552,adressant
2553,adressassent
2554,adresse
2555,adresse
2556,adressent
2557,adresser
2558,adressera
2559,adresserai
2560,adresseraient
2561,adresserais
2562,adresserait
2563,adresseras
2564,adresserez
2565,adresserons
2566,adresseront
2567,adresses
2568,adresses
2569,adressez
2570,adressiez
2571,adressions
2572,adressons
2573,adressâmes
2574,adressât
2575,adressèrent
2576,adressé
2577,adressée
2578,adressées
2579,adressés
2580,adret
2581,adriatique
2582,adriatiques
2583,adroit
2584,adroite
2585,adroitement
2586,adroites
2587,adroits
2588,adrénaline
2589,adrénalines
2590,adulaient
2591,adulais
2592,adulait
2593,adulateur
2594,adulateur
2595,adulation
2596,adulations
2597,adulent
2598,aduler
2599,adultat
2600,adulte
2601,adulte
2602,adultes
2603,adultes
2604,adultère
2605,adultère
2606,adultères
2607,adultères
2608,adultéraient
2609,adultération
2610,adultérin
2611,adultérine
2612,adultérins
2613,adultéré
2614,adultérées
2615,adulé
2616,adulée
2617,adulés
2618,advenait
2619,advenir
2620,adventices
2621,adventiste
2622,adventiste
2623,advenu
2624,advenue
2625,advenue
2626,advenues
2627,adverbe
2628,adverbes
2629,adversaire
2630,adversaires
2631,adverse
2632,adverses
2633,adversité
2634,adversités
2635,adviendra
2636,adviendrait
2637,advienne
2638,adviennent
2639,advient
2640,advint
2641,advînt
2642,adénine
2643,adénocarcinome
2644,adénome
2645,adénopathie
2646,adénosine
2647,adénovirus
2648,adéquat
2649,adéquate
2650,adéquatement
2651,adéquates
2652,adéquation
2653,adéquats
2654,aegipans
2655,affabilité
2656,affabilités
2657,affable
2658,affablement
2659,affables
2660,affabulation
2661,affabulations
2662,affabulatrice
2663,affabule
2664,affabuler
2665,affabules
2666,affabulé
2667,affacturage
2668,affadi
2669,affadie
2670,affadies
2671,affadir
2672,affadis
2673,affadissaient
2674,affadissait
2675,affadissant
2676,affadisse
2677,affadissement
2678,affadit
2679,affaibli
2680,affaibli
2681,affaiblie
2682,affaiblie
2683,affaiblies
2684,affaiblies
2685,affaiblir
2686,affaiblira
2687,affaiblis
2688,affaiblis
2689,affaiblissaient
2690,affaiblissais
2691,affaiblissait
2692,affaiblissant
2693,affaiblissant
2694,affaiblisse
2695,affaiblissement
2696,affaiblissent
2697,affaiblissez
2698,affaiblissons
2699,affaiblit
2700,affaira
2701,affairai
2702,affairaient
2703,affairais
2704,affairait
2705,affairant
2706,affaire
2707,affaire
2708,affairement
2709,affairements
2710,affairent
2711,affairer
2712,affaireraient
2713,affaires
2714,affaires
2715,affairions
2716,affairisme
2717,affairiste
2718,affairiste
2719,affairistes
2720,affairons
2721,affairèrent
2722,affairé
2723,affairé
2724,affairé
2725,affairée
2726,affairée
2727,affairée
2728,affairées
2729,affairées
2730,affairées
2731,affairés
2732,affairés
2733,affairés
2734,affaissa
2735,affaissaient
2736,affaissait
2737,affaissant
2738,affaisse
2739,affaissement
2740,affaissements
2741,affaissent
2742,affaisser
2743,affaisseraient
2744,affaisserait
2745,affaissions
2746,affaissèrent
2747,affaissé
2748,affaissée
2749,affaissées
2750,affaissés
2751,affala
2752,affalai
2753,affalaient
2754,affalais
2755,affalait
2756,affalant
2757,affale
2758,affalement
2759,affalent
2760,affaler
2761,affalez
2762,affalons
2763,affalèrent
2764,affalé
2765,affalée
2766,affalées
2767,affalés
2768,affamaient
2769,affamait
2770,affamant
2771,affamantes
2772,affame
2773,affament
2774,affamer
2775,affamera
2776,affamez
2777,affamé
2778,affamé
2779,affamé
2780,affamée
2781,affamée
2782,affamée
2783,affamées
2784,affamées
2785,affamées
2786,affamés
2787,affamés
2788,affamés
2789,affect
2790,affecta
2791,affectai
2792,affectaient
2793,affectais
2794,affectait
2795,affectant
2796,affectassent
2797,affectation
2798,affectations
2799,affecte
2800,affectent
2801,affecter
2802,affectera
2803,affecterai
2804,affecteraient
2805,affecterait
2806,affecteriez
2807,affecteront
2808,affectez
2809,affectiez
2810,affectif
2811,affectifs
2812,affection
2813,affectionnaient
2814,affectionnais
2815,affectionnait
2816,affectionnant
2817,affectionne
2818,affectionnent
2819,affectionner
2820,affectionnez
2821,affectionné
2822,affectionné
2823,affectionnée
2824,affectionnée
2825,affectionnés
2826,affections
2827,affections
2828,affective
2829,affectivement
2830,affectives
2831,affectivité
2832,affectons
2833,affectueuse
2834,affectueusement
2835,affectueuses
2836,affectueux
2837,affectâmes
2838,affectât
2839,affectèrent
2840,affecté
2841,affecté
2842,affectée
2843,affectée
2844,affectées
2845,affectées
2846,affectés
2847,affectés
2848,affermi
2849,affermie
2850,affermir
2851,affermira
2852,affermis
2853,affermissaient
2854,affermissait
2855,affermissant
2856,affermisse
2857,affermissement
2858,affermissent
2859,affermit
2860,afficha
2861,affichage
2862,affichages
2863,affichaient
2864,affichais
2865,affichait
2866,affichant
2867,affichant
2868,affiche
2869,affiche
2870,affichent
2871,afficher
2872,affichera
2873,afficherai
2874,afficherait
2875,affiches
2876,affiches
2877,affichette
2878,affichettes
2879,afficheur
2880,afficheurs
2881,affichez
2882,affichions
2883,affichiste
2884,affichistes
2885,affichons
2886,affichât
2887,affichèrent
2888,affiché
2889,affichée
2890,affichées
2891,affichés
2892,affidavit
2893,affidé
2894,affidée
2895,affidés
2896,affile
2897,affiler
2898,affilia
2899,affiliaient
2900,affiliant
2901,affiliation
2902,affiliations
2903,affilier
2904,affilié
2905,affilié
2906,affilié
2907,affiliée
2908,affiliée
2909,affiliée
2910,affiliées
2911,affiliées
2912,affiliés
2913,affiliés
2914,affiliés
2915,affilé
2916,affilée
2917,affilée
2918,affilées
2919,affilés
2920,affin
2921,affina
2922,affinage
2923,affinaient
2924,affinait
2925,affinant
2926,affine
2927,affinement
2928,affinent
2929,affiner
2930,affinera
2931,affinerait
2932,affinité
2933,affinités
2934,affinons
2935,affiné
2936,affiné
2937,affinée
2938,affinée
2939,affinées
2940,affiquets
2941,affirma
2942,affirmai
2943,affirmaient
2944,affirmais
2945,affirmait
2946,affirmant
2947,affirmatif
2948,affirmatifs
2949,affirmation
2950,affirmations
2951,affirmative
2952,affirmative
2953,affirmativement
2954,affirme
2955,affirment
2956,affirmer
2957,affirmerai
2958,affirmerait
2959,affirmeras
2960,affirmerez
2961,affirmeriez
2962,affirmeront
2963,affirmes
2964,affirmez
2965,affirmiez
2966,affirmions
2967,affirmons
2968,affirmât
2969,affirmèrent
2970,affirmé
2971,affirmée
2972,affirmées
2973,affirmés
2974,affixé
2975,afflanqué
2976,affleura
2977,affleuraient
2978,affleurait
2979,affleurant
2980,affleurant
2981,affleure
2982,affleurement
2983,affleurements
2984,affleurent
2985,affleurer
2986,affleurât
2987,affleurèrent
2988,affleuré
2989,affliction
2990,afflictions
2991,afflige
2992,affligea
2993,affligeaient
2994,affligeait
2995,affligeant
2996,affligeant
2997,affligeante
2998,affligeantes
2999,affligeants
3000,affligent
3001,affliger
3002,affligez
3003,affligèrent
3004,affligé
3005,affligé
3006,affligée
3007,affligée
3008,affligés
3009,affligés
